"dgm_tag","scen_id","label","tag","n","param","nrep","bias","bias_mcse","coverage","cov_mcse","ci_width","nfit","rate_bad","rate_marginal","max_rhat","min_ebfmi","tot_div","trajectory","floor_kind","err_family","re_family","informative"
"v1_legacy_legacy_hazard",7,"Informative monitoring","misspec",150,"tau1",30,0.0677118547716665,0.0333053439515638,0.866666666666667,0.0620632890834175,0.66718714125,30,0,1,1.022952959166,0.521552544735297,0,"quadratic","fixed","gaussian","gaussian",TRUE
"v1_legacy_legacy_hazard",8,"Correct specification, n=300","central",300,"alpha",30,0.00454329831283334,0.017331987284554,0.933333333333333,0.0455420034042649,0.399432389841667,30,0,1,1.02267985241731,0.513215122204171,0,"quadratic","fixed","gaussian","gaussian",FALSE
"v1_legacy_legacy_hazard",8,"Correct specification, n=300","central",300,"beta0",30,-0.0174546550266668,0.0223962397480427,1,0,0.524356311583333,30,0,1,1.02267985241731,0.513215122204171,0,"quadratic","fixed","gaussian","gaussian",FALSE
"v1_legacy_legacy_hazard",8,"Correct specification, n=300","central",300,"beta1",30,0.135276942688333,0.0369902454654838,0.966666666666667,0.0327730693416725,0.961590734666666,30,0,1,1.02267985241731,0.513215122204171,0,"quadratic","fixed","gaussian","gaussian",FALSE
"v1_legacy_legacy_hazard",8,"Correct specification, n=300","central",300,"beta2",30,-0.0673328335972382,0.0133859374400759,1,0,0.4460993792025,30,0,1,1.02267985241731,0.513215122204171,0,"quadratic","fixed","gaussian","gaussian",FALSE
"v1_legacy_legacy_hazard",8,"Correct specification, n=300","central",300,"beta_bm",30,-0.02129753742555,0.0193601961482137,0.966666666666667,0.0327730693416725,0.370850772458333,30,0,1,1.02267985241731,0.513215122204171,0,"quadratic","fixed","gaussian","gaussian",FALSE
"v1_legacy_legacy_hazard",8,"Correct specification, n=300","central",300,"gamma0",30,-0.0297802828516668,0.0788890790197072,0.933333333333333,0.0455420034042649,1.7502809875,30,0,1,1.02267985241731,0.513215122204171,0,"quadratic","fixed","gaussian","gaussian",FALSE
"v1_legacy_legacy_hazard",8,"Correct specification, n=300","central",300,"gamma1",30,-0.0233100163670872,0.0397813191914081,0.966666666666667,0.0327730693416725,0.882759954063333,30,0,1,1.02267985241731,0.513215122204171,0,"quadratic","fixed","gaussian","gaussian",FALSE
"v1_legacy_legacy_hazard",8,"Correct specification, n=300","central",300,"gamma2",30,0.336105985998754,0.0556127087091226,0.9,0.0547722557505166,1.46657735320833,30,0,1,1.02267985241731,0.513215122204171,0,"quadratic","fixed","gaussian","gaussian",FALSE
"v1_legacy_legacy_hazard",8,"Correct specification, n=300","central",300,"sigma_y",30,0.00348334573666662,0.00368848805973286,0.933333333333333,0.0455420034042649,0.0916744695833333,30,0,1,1.02267985241731,0.513215122204171,0,"quadratic","fixed","gaussian","gaussian",FALSE
"v1_legacy_legacy_hazard",8,"Correct specification, n=300","central",300,"tau0",30,-0.0127320505246666,0.0130235601026586,0.966666666666667,0.0327730693416725,0.297314659575,30,0,1,1.02267985241731,0.513215122204171,0,"quadratic","fixed","gaussian","gaussian",FALSE
"v1_legacy_legacy_hazard",8,"Correct specification, n=300","central",300,"tau1",30,0.0126570746083332,0.0247149128047804,0.933333333333333,0.0455420034042649,0.46838988,30,0,1,1.02267985241731,0.513215122204171,0,"quadratic","fixed","gaussian","gaussian",FALSE
"v2_cohort_posterior_hazard",1,"Correct specification, n=87","central",87,"alpha",199,0.277935649442538,0.0104141199716551,0.884422110552764,0.0226642126992574,0.955314648934673,200,0.005,0.705,1.64860253426908,0.000110565629180781,0,"quadratic","fixed","gaussian","gaussian",FALSE
"v2_cohort_posterior_hazard",1,"Correct specification, n=87","central",87,"beta0",199,-0.0881992686692463,0.0228079118613073,0.954773869346734,0.01473053229539,1.27114627008794,200,0.005,0.705,1.64860253426908,0.000110565629180781,0,"quadratic","fixed","gaussian","gaussian",FALSE
"v2_cohort_posterior_hazard",1,"Correct specification, n=87","central",87,"beta1",199,0.672656141976384,0.0255998059244976,0.728643216080402,0.0315210928614149,1.79292141339322,200,0.005,0.705,1.64860253426908,0.000110565629180781,0,"quadratic","fixed","gaussian","gaussian",FALSE
"v2_cohort_posterior_hazard",1,"Correct specification, n=87","central",87,"beta2",199,-0.318170914760978,0.0134343391653548,0.793969849246231,0.0286708690543625,0.924009008199774,200,0.005,0.705,1.64860253426908,0.000110565629180781,0,"quadratic","fixed","gaussian","gaussian",FALSE
"v2_cohort_posterior_hazard",1,"Correct specification, n=87","central",87,"beta_bm",199,-0.107927827338251,0.0170058766284619,0.934673366834171,0.0175165484090349,1.00916973323344,200,0.005,0.705,1.64860253426908,0.000110565629180781,0,"quadratic","fixed","gaussian","gaussian",FALSE
"v2_cohort_posterior_hazard",1,"Correct specification, n=87","central",87,"gamma0",199,0.854327136924171,0.0466995017384613,0.949748743718593,0.0154864290604048,3.95330525103015,200,0.005,0.705,1.64860253426908,0.000110565629180781,0,"quadratic","fixed","gaussian","gaussian",FALSE
"v2_cohort_posterior_hazard",1,"Correct specification, n=87","central",87,"gamma1",199,0.0100067179694683,0.0268936932072105,0.974874371859296,0.0110944621414122,1.81837039620375,200,0.005,0.705,1.64860253426908,0.000110565629180781,0,"quadratic","fixed","gaussian","gaussian",FALSE
"v2_cohort_posterior_hazard",1,"Correct specification, n=87","central",87,"gamma2",199,1.06860784573838,0.0342996899933056,0.753768844221106,0.0305396499588892,2.73685428190462,200,0.005,0.705,1.64860253426908,0.000110565629180781,0,"quadratic","fixed","gaussian","gaussian",FALSE
"v2_cohort_posterior_hazard",1,"Correct specification, n=87","central",87,"sigma_y",199,0.000542353194095569,0.00447675725970743,0.949748743718593,0.0154864290604048,0.2575935340201,200,0.005,0.705,1.64860253426908,0.000110565629180781,0,"quadratic","fixed","gaussian","gaussian",FALSE
"v2_cohort_posterior_hazard",1,"Correct specification, n=87","central",87,"tau0",199,-0.0171707739631854,0.0120434812335429,0.964824120603015,0.0130593036409335,0.748347537525125,200,0.005,0.705,1.64860253426908,0.000110565629180781,0,"quadratic","fixed","gaussian","gaussian",FALSE
"v2_cohort_posterior_hazard",1,"Correct specification, n=87","central",87,"tau1",199,-0.0278630423889699,0.0181096706433163,0.949748743718593,0.0154864290604048,1.03991713115578,200,0.005,0.705,1.64860253426908,0.000110565629180781,0,"quadratic","fixed","gaussian","gaussian",FALSE
